edge_id,source_node,target_node,edge_type,description,weight,evidence_type,flow_layer
EDGE-01147,Benchmarks,Event,MAPS_TO_OBJECT,Benchmarks maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01148,Benchmarks,AuditRecord,MAPS_TO_OBJECT,Benchmarks maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01149,Finance & ownership,Markets,HAS_NICHE,Markets is a niche under Finance & ownership,0.7,taxonomy,taxonomy
EDGE-01150,Markets,AF04,ACQUIRED_BY,Markets data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-01151,Markets,AF07,ACQUIRED_BY,Markets data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-01152,Markets,AF08,ACQUIRED_BY,Markets data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01153,Markets,Event,MAPS_TO_OBJECT,Markets maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01154,Markets,AuditRecord,MAPS_TO_OBJECT,Markets maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01155,Finance & ownership,Banking,HAS_NICHE,Banking is a niche under Finance & ownership,0.7,taxonomy,taxonomy
EDGE-01156,Banking,AF03,ACQUIRED_BY,Banking data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-01157,Banking,AF15,ACQUIRED_BY,Banking data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01158,Banking,AF19,ACQUIRED_BY,Banking data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01159,Banking,Event,MAPS_TO_OBJECT,Banking maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01160,Banking,AuditRecord,MAPS_TO_OBJECT,Banking maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01161,Finance & ownership,Insurance,HAS_NICHE,Insurance is a niche under Finance & ownership,0.7,taxonomy,taxonomy
EDGE-01162,Insurance,AF18,ACQUIRED_BY,Insurance data can be acquired via AF18,0.65,acquisition mapping,source acquisition
EDGE-01163,Insurance,AF08,ACQUIRED_BY,Insurance data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01164,Insurance,AF16,ACQUIRED_BY,Insurance data can be acquired via AF16,0.65,acquisition mapping,source acquisition
EDGE-01165,Insurance,Event,MAPS_TO_OBJECT,Insurance maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01166,Insurance,AuditRecord,MAPS_TO_OBJECT,Insurance maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01167,Finance & ownership,Property ownership,HAS_NICHE,Property ownership is a niche under Finance & ownership,0.7,taxonomy,taxonomy
EDGE-01168,Property ownership,AF01,ACQUIRED_BY,Property ownership data can be acquired via AF01,0.65,acquisition mapping,source acquisition
EDGE-01169,Property ownership,AF06,ACQUIRED_BY,Property ownership data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01170,Property ownership,AF15,ACQUIRED_BY,Property ownership data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01171,Property ownership,Event,MAPS_TO_OBJECT,Property ownership maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01172,Property ownership,AuditRecord,MAPS_TO_OBJECT,Property ownership maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01173,Finance & ownership,Corporate ownership,HAS_NICHE,Corporate ownership is a niche under Finance & ownership,0.7,taxonomy,taxonomy
EDGE-01174,Corporate ownership,AF05,ACQUIRED_BY,Corporate ownership data can be acquired via AF05,0.65,acquisition mapping,source acquisition
EDGE-01175,Corporate ownership,AF09,ACQUIRED_BY,Corporate ownership data can be acquired via AF09,0.65,acquisition mapping,source acquisition
EDGE-01176,Corporate ownership,Event,MAPS_TO_OBJECT,Corporate ownership maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01177,Corporate ownership,AuditRecord,MAPS_TO_OBJECT,Corporate ownership maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01178,Finance & ownership,Budgets,HAS_NICHE,Budgets is a niche under Finance & ownership,0.7,taxonomy,taxonomy
EDGE-01179,Budgets,AF06,ACQUIRED_BY,Budgets data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01180,Budgets,AF02,ACQUIRED_BY,Budgets data can be acquired via AF02,0.65,acquisition mapping,source acquisition
EDGE-01181,Budgets,AF15,ACQUIRED_BY,Budgets data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01182,Budgets,Event,MAPS_TO_OBJECT,Budgets maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01183,Budgets,AuditRecord,MAPS_TO_OBJECT,Budgets maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01184,Finance & ownership,Invoices,HAS_NICHE,Invoices is a niche under Finance & ownership,0.7,taxonomy,taxonomy
EDGE-01185,Invoices,AF04,ACQUIRED_BY,Invoices data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-01186,Invoices,AF07,ACQUIRED_BY,Invoices data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-01187,Invoices,AF08,ACQUIRED_BY,Invoices data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01188,Invoices,Event,MAPS_TO_OBJECT,Invoices maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01189,Invoices,AuditRecord,MAPS_TO_OBJECT,Invoices maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01190,Finance & ownership,Fraud signals,HAS_NICHE,Fraud signals is a niche under Finance & ownership,0.7,taxonomy,taxonomy
EDGE-01191,Fraud signals,AF19,ACQUIRED_BY,Fraud signals data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01192,Fraud signals,AF11,ACQUIRED_BY,Fraud signals data can be acquired via AF11,0.65,acquisition mapping,source acquisition
EDGE-01193,Fraud signals,AF15,ACQUIRED_BY,Fraud signals data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01194,Fraud signals,Event,MAPS_TO_OBJECT,Fraud signals maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01195,Fraud signals,AuditRecord,MAPS_TO_OBJECT,Fraud signals maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01196,Finance & ownership,Risk transfer,HAS_NICHE,Risk transfer is a niche under Finance & ownership,0.7,taxonomy,taxonomy
EDGE-01197,Risk transfer,AF17,ACQUIRED_BY,Risk transfer data can be acquired via AF17,0.65,acquisition mapping,source acquisition
EDGE-01198,Risk transfer,AF12,ACQUIRED_BY,Risk transfer data can be acquired via AF12,0.65,acquisition mapping,source acquisition
EDGE-01199,Risk transfer,AF20,ACQUIRED_BY,Risk transfer data can be acquired via AF20,0.65,acquisition mapping,source acquisition
EDGE-01200,Risk transfer,Event,MAPS_TO_OBJECT,Risk transfer maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01201,Risk transfer,AuditRecord,MAPS_TO_OBJECT,Risk transfer maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01202,Finance & ownership,Financial regulation,HAS_NICHE,Financial regulation is a niche under Finance & ownership,0.7,taxonomy,taxonomy
EDGE-01203,Financial regulation,AF03,ACQUIRED_BY,Financial regulation data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-01204,Financial regulation,AF15,ACQUIRED_BY,Financial regulation data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01205,Financial regulation,AF19,ACQUIRED_BY,Financial regulation data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01206,Financial regulation,Event,MAPS_TO_OBJECT,Financial regulation maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01207,Financial regulation,AuditRecord,MAPS_TO_OBJECT,Financial regulation maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01208,Government & public administration,Agencies,HAS_NICHE,Agencies is a niche under Government & public administration,0.7,taxonomy,taxonomy
EDGE-01209,Agencies,AF04,ACQUIRED_BY,Agencies data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-01210,Agencies,AF07,ACQUIRED_BY,Agencies data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-01211,Agencies,AF08,ACQUIRED_BY,Agencies data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01212,Agencies,Document,MAPS_TO_OBJECT,Agencies maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01213,Agencies,Organisation,MAPS_TO_OBJECT,Agencies maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01214,Agencies,Event,MAPS_TO_OBJECT,Agencies maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01215,Agencies,AuditRecord,MAPS_TO_OBJECT,Agencies maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01216,Government & public administration,Budgets,HAS_NICHE,Budgets is a niche under Government & public administration,0.7,taxonomy,taxonomy
EDGE-01217,Budgets,AF03,ACQUIRED_BY,Budgets data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-01218,Budgets,AF15,ACQUIRED_BY,Budgets data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01219,Budgets,AF19,ACQUIRED_BY,Budgets data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01220,Budgets,Document,MAPS_TO_OBJECT,Budgets maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01221,Budgets,Organisation,MAPS_TO_OBJECT,Budgets maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01222,Budgets,Event,MAPS_TO_OBJECT,Budgets maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01223,Budgets,AuditRecord,MAPS_TO_OBJECT,Budgets maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01224,Government & public administration,Procurement,HAS_NICHE,Procurement is a niche under Government & public administration,0.7,taxonomy,taxonomy
EDGE-01225,Procurement,AF18,ACQUIRED_BY,Procurement data can be acquired via AF18,0.65,acquisition mapping,source acquisition
EDGE-01226,Procurement,AF08,ACQUIRED_BY,Procurement data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01227,Procurement,AF16,ACQUIRED_BY,Procurement data can be acquired via AF16,0.65,acquisition mapping,source acquisition
EDGE-01228,Procurement,Document,MAPS_TO_OBJECT,Procurement maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01229,Procurement,Organisation,MAPS_TO_OBJECT,Procurement maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01230,Procurement,Event,MAPS_TO_OBJECT,Procurement maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01231,Procurement,AuditRecord,MAPS_TO_OBJECT,Procurement maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01232,Government & public administration,Licences,HAS_NICHE,Licences is a niche under Government & public administration,0.7,taxonomy,taxonomy
EDGE-01233,Licences,AF01,ACQUIRED_BY,Licences data can be acquired via AF01,0.65,acquisition mapping,source acquisition
EDGE-01234,Licences,AF06,ACQUIRED_BY,Licences data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01235,Licences,AF15,ACQUIRED_BY,Licences data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01236,Licences,Document,MAPS_TO_OBJECT,Licences maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01237,Licences,Organisation,MAPS_TO_OBJECT,Licences maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01238,Licences,Event,MAPS_TO_OBJECT,Licences maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01239,Licences,AuditRecord,MAPS_TO_OBJECT,Licences maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01240,Government & public administration,Public services,HAS_NICHE,Public services is a niche under Government & public administration,0.7,taxonomy,taxonomy
EDGE-01241,Public services,AF05,ACQUIRED_BY,Public services data can be acquired via AF05,0.65,acquisition mapping,source acquisition
EDGE-01242,Public services,AF09,ACQUIRED_BY,Public services data can be acquired via AF09,0.65,acquisition mapping,source acquisition
EDGE-01243,Public services,Document,MAPS_TO_OBJECT,Public services maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01244,Public services,Organisation,MAPS_TO_OBJECT,Public services maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01245,Public services,Event,MAPS_TO_OBJECT,Public services maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01246,Public services,AuditRecord,MAPS_TO_OBJECT,Public services maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01247,Government & public administration,Statistics,HAS_NICHE,Statistics is a niche under Government & public administration,0.7,taxonomy,taxonomy
EDGE-01248,Statistics,AF06,ACQUIRED_BY,Statistics data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01249,Statistics,AF02,ACQUIRED_BY,Statistics data can be acquired via AF02,0.65,acquisition mapping,source acquisition
EDGE-01250,Statistics,AF15,ACQUIRED_BY,Statistics data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01251,Statistics,Document,MAPS_TO_OBJECT,Statistics maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01252,Statistics,Organisation,MAPS_TO_OBJECT,Statistics maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01253,Statistics,Event,MAPS_TO_OBJECT,Statistics maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01254,Statistics,AuditRecord,MAPS_TO_OBJECT,Statistics maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01255,Government & public administration,Records,HAS_NICHE,Records is a niche under Government & public administration,0.7,taxonomy,taxonomy
EDGE-01256,Records,AF04,ACQUIRED_BY,Records data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-01257,Records,AF07,ACQUIRED_BY,Records data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-01258,Records,AF08,ACQUIRED_BY,Records data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01259,Records,Document,MAPS_TO_OBJECT,Records maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01260,Records,Organisation,MAPS_TO_OBJECT,Records maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01261,Records,Event,MAPS_TO_OBJECT,Records maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01262,Records,AuditRecord,MAPS_TO_OBJECT,Records maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01263,Government & public administration,Programs,HAS_NICHE,Programs is a niche under Government & public administration,0.7,taxonomy,taxonomy
EDGE-01264,Programs,AF19,ACQUIRED_BY,Programs data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01265,Programs,AF11,ACQUIRED_BY,Programs data can be acquired via AF11,0.65,acquisition mapping,source acquisition
EDGE-01266,Programs,AF15,ACQUIRED_BY,Programs data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01267,Programs,Document,MAPS_TO_OBJECT,Programs maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01268,Programs,Organisation,MAPS_TO_OBJECT,Programs maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01269,Programs,Event,MAPS_TO_OBJECT,Programs maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01270,Programs,AuditRecord,MAPS_TO_OBJECT,Programs maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01271,Government & public administration,Assets,HAS_NICHE,Assets is a niche under Government & public administration,0.7,taxonomy,taxonomy
EDGE-01272,Assets,AF17,ACQUIRED_BY,Assets data can be acquired via AF17,0.65,acquisition mapping,source acquisition
EDGE-01273,Assets,AF12,ACQUIRED_BY,Assets data can be acquired via AF12,0.65,acquisition mapping,source acquisition
EDGE-01274,Assets,AF20,ACQUIRED_BY,Assets data can be acquired via AF20,0.65,acquisition mapping,source acquisition
EDGE-01275,Assets,Document,MAPS_TO_OBJECT,Assets maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01276,Assets,Organisation,MAPS_TO_OBJECT,Assets maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01277,Assets,Event,MAPS_TO_OBJECT,Assets maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01278,Assets,AuditRecord,MAPS_TO_OBJECT,Assets maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01279,Government & public administration,Performance,HAS_NICHE,Performance is a niche under Government & public administration,0.7,taxonomy,taxonomy
EDGE-01280,Performance,AF03,ACQUIRED_BY,Performance data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-01281,Performance,AF15,ACQUIRED_BY,Performance data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01282,Performance,AF19,ACQUIRED_BY,Performance data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01283,Performance,Document,MAPS_TO_OBJECT,Performance maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01284,Performance,Organisation,MAPS_TO_OBJECT,Performance maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01285,Performance,Event,MAPS_TO_OBJECT,Performance maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01286,Performance,AuditRecord,MAPS_TO_OBJECT,Performance maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01287,Law & regulation,Legislation,HAS_NICHE,Legislation is a niche under Law & regulation,0.7,taxonomy,taxonomy
EDGE-01288,Legislation,AF04,ACQUIRED_BY,Legislation data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-01289,Legislation,AF07,ACQUIRED_BY,Legislation data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-01290,Legislation,AF08,ACQUIRED_BY,Legislation data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01291,Legislation,Document,MAPS_TO_OBJECT,Legislation maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01292,Legislation,Organisation,MAPS_TO_OBJECT,Legislation maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01293,Legislation,Event,MAPS_TO_OBJECT,Legislation maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01294,Legislation,AuditRecord,MAPS_TO_OBJECT,Legislation maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01295,Law & regulation,Cases,HAS_NICHE,Cases is a niche under Law & regulation,0.7,taxonomy,taxonomy
EDGE-01296,Cases,AF03,ACQUIRED_BY,Cases data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-01297,Cases,AF15,ACQUIRED_BY,Cases data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01298,Cases,AF19,ACQUIRED_BY,Cases data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01299,Cases,Document,MAPS_TO_OBJECT,Cases maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01300,Cases,Organisation,MAPS_TO_OBJECT,Cases maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01301,Cases,Event,MAPS_TO_OBJECT,Cases maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01302,Cases,AuditRecord,MAPS_TO_OBJECT,Cases maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01303,Law & regulation,Enforcement,HAS_NICHE,Enforcement is a niche under Law & regulation,0.7,taxonomy,taxonomy
EDGE-01304,Enforcement,AF18,ACQUIRED_BY,Enforcement data can be acquired via AF18,0.65,acquisition mapping,source acquisition
EDGE-01305,Enforcement,AF08,ACQUIRED_BY,Enforcement data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01306,Enforcement,AF16,ACQUIRED_BY,Enforcement data can be acquired via AF16,0.65,acquisition mapping,source acquisition
EDGE-01307,Enforcement,Document,MAPS_TO_OBJECT,Enforcement maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01308,Enforcement,Organisation,MAPS_TO_OBJECT,Enforcement maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01309,Enforcement,Event,MAPS_TO_OBJECT,Enforcement maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01310,Enforcement,AuditRecord,MAPS_TO_OBJECT,Enforcement maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01311,Law & regulation,Licences/permits,HAS_NICHE,Licences/permits is a niche under Law & regulation,0.7,taxonomy,taxonomy
EDGE-01312,Licences/permits,AF01,ACQUIRED_BY,Licences/permits data can be acquired via AF01,0.65,acquisition mapping,source acquisition
EDGE-01313,Licences/permits,AF06,ACQUIRED_BY,Licences/permits data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01314,Licences/permits,AF15,ACQUIRED_BY,Licences/permits data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01315,Licences/permits,Document,MAPS_TO_OBJECT,Licences/permits maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01316,Licences/permits,Organisation,MAPS_TO_OBJECT,Licences/permits maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01317,Licences/permits,Event,MAPS_TO_OBJECT,Licences/permits maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01318,Licences/permits,AuditRecord,MAPS_TO_OBJECT,Licences/permits maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01319,Law & regulation,Standards,HAS_NICHE,Standards is a niche under Law & regulation,0.7,taxonomy,taxonomy
EDGE-01320,Standards,AF05,ACQUIRED_BY,Standards data can be acquired via AF05,0.65,acquisition mapping,source acquisition
EDGE-01321,Standards,AF09,ACQUIRED_BY,Standards data can be acquired via AF09,0.65,acquisition mapping,source acquisition
EDGE-01322,Standards,Document,MAPS_TO_OBJECT,Standards maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01323,Standards,Organisation,MAPS_TO_OBJECT,Standards maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01324,Standards,Event,MAPS_TO_OBJECT,Standards maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01325,Standards,AuditRecord,MAPS_TO_OBJECT,Standards maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01326,Law & regulation,Treaties,HAS_NICHE,Treaties is a niche under Law & regulation,0.7,taxonomy,taxonomy
EDGE-01327,Treaties,AF06,ACQUIRED_BY,Treaties data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01328,Treaties,AF02,ACQUIRED_BY,Treaties data can be acquired via AF02,0.65,acquisition mapping,source acquisition
EDGE-01329,Treaties,AF15,ACQUIRED_BY,Treaties data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01330,Treaties,Document,MAPS_TO_OBJECT,Treaties maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01331,Treaties,Organisation,MAPS_TO_OBJECT,Treaties maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01332,Treaties,Event,MAPS_TO_OBJECT,Treaties maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01333,Treaties,AuditRecord,MAPS_TO_OBJECT,Treaties maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01334,Law & regulation,Sanctions,HAS_NICHE,Sanctions is a niche under Law & regulation,0.7,taxonomy,taxonomy
EDGE-01335,Sanctions,AF04,ACQUIRED_BY,Sanctions data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-01336,Sanctions,AF07,ACQUIRED_BY,Sanctions data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-01337,Sanctions,AF08,ACQUIRED_BY,Sanctions data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01338,Sanctions,Document,MAPS_TO_OBJECT,Sanctions maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01339,Sanctions,Organisation,MAPS_TO_OBJECT,Sanctions maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01340,Sanctions,Event,MAPS_TO_OBJECT,Sanctions maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01341,Sanctions,AuditRecord,MAPS_TO_OBJECT,Sanctions maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01342,Law & regulation,Legal entities,HAS_NICHE,Legal entities is a niche under Law & regulation,0.7,taxonomy,taxonomy
EDGE-01343,Legal entities,AF19,ACQUIRED_BY,Legal entities data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01344,Legal entities,AF11,ACQUIRED_BY,Legal entities data can be acquired via AF11,0.65,acquisition mapping,source acquisition
EDGE-01345,Legal entities,AF15,ACQUIRED_BY,Legal entities data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01346,Legal entities,Document,MAPS_TO_OBJECT,Legal entities maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01347,Legal entities,Organisation,MAPS_TO_OBJECT,Legal entities maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01348,Legal entities,Event,MAPS_TO_OBJECT,Legal entities maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01349,Legal entities,AuditRecord,MAPS_TO_OBJECT,Legal entities maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01350,Law & regulation,Policy,HAS_NICHE,Policy is a niche under Law & regulation,0.7,taxonomy,taxonomy
EDGE-01351,Policy,AF17,ACQUIRED_BY,Policy data can be acquired via AF17,0.65,acquisition mapping,source acquisition
EDGE-01352,Policy,AF12,ACQUIRED_BY,Policy data can be acquired via AF12,0.65,acquisition mapping,source acquisition
EDGE-01353,Policy,AF20,ACQUIRED_BY,Policy data can be acquired via AF20,0.65,acquisition mapping,source acquisition
EDGE-01354,Policy,Document,MAPS_TO_OBJECT,Policy maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01355,Policy,Organisation,MAPS_TO_OBJECT,Policy maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01356,Policy,Event,MAPS_TO_OBJECT,Policy maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01357,Policy,AuditRecord,MAPS_TO_OBJECT,Policy maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01358,Law & regulation,Audit trail,HAS_NICHE,Audit trail is a niche under Law & regulation,0.7,taxonomy,taxonomy
EDGE-01359,Audit trail,AF03,ACQUIRED_BY,Audit trail data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-01360,Audit trail,AF15,ACQUIRED_BY,Audit trail data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01361,Audit trail,AF19,ACQUIRED_BY,Audit trail data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-01362,Audit trail,Document,MAPS_TO_OBJECT,Audit trail maps to ontology object Document,0.7,ontology mapping,ontology
EDGE-01363,Audit trail,Organisation,MAPS_TO_OBJECT,Audit trail maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01364,Audit trail,Event,MAPS_TO_OBJECT,Audit trail maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01365,Audit trail,AuditRecord,MAPS_TO_OBJECT,Audit trail maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01366,Politics & governance,Elections,HAS_NICHE,Elections is a niche under Politics & governance,0.7,taxonomy,taxonomy
EDGE-01367,Elections,AF04,ACQUIRED_BY,Elections data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-01368,Elections,AF07,ACQUIRED_BY,Elections data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-01369,Elections,AF08,ACQUIRED_BY,Elections data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-01370,Elections,Person,MAPS_TO_OBJECT,Elections maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01371,Elections,Organisation,MAPS_TO_OBJECT,Elections maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01372,Elections,Event,MAPS_TO_OBJECT,Elections maps to ontology object Event,0.7,ontology mapping,ontology
