interaction,verb,mood,science,effects,anim_a,anim_b,llm_prompt
inspire,inspires,flow,ecology,"morale+,drive+",talk,talk,"Two minions in the ecology guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,economics,"morale+,drive+",talk,talk,"Two minions in the economics guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,electrochem,"morale+,drive+",talk,talk,"Two minions in the electrochem guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,electronics,"morale+,drive+",talk,talk,"Two minions in the electronics guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,engineering,"morale+,drive+",talk,talk,"Two minions in the engineering guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,epidemiology,"morale+,drive+",talk,talk,"Two minions in the epidemiology guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,fluids,"morale+,drive+",talk,talk,"Two minions in the fluids guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,foodscience,"morale+,drive+",talk,talk,"Two minions in the foodscience guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,forestry,"morale+,drive+",talk,talk,"Two minions in the forestry guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,geodesy,"morale+,drive+",talk,talk,"Two minions in the geodesy guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,geology,"morale+,drive+",talk,talk,"Two minions in the geology guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,geotechnical,"morale+,drive+",talk,talk,"Two minions in the geotechnical guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,heattransfer,"morale+,drive+",talk,talk,"Two minions in the heattransfer guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,hydrogeology,"morale+,drive+",talk,talk,"Two minions in the hydrogeology guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,hydrology,"morale+,drive+",talk,talk,"Two minions in the hydrology guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,immunology,"morale+,drive+",talk,talk,"Two minions in the immunology guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,linguistics,"morale+,drive+",talk,talk,"Two minions in the linguistics guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,materials,"morale+,drive+",talk,talk,"Two minions in the materials guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,math,"morale+,drive+",talk,talk,"Two minions in the math guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,medicine,"morale+,drive+",talk,talk,"Two minions in the medicine guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,metallurgy,"morale+,drive+",talk,talk,"Two minions in the metallurgy guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,neuro,"morale+,drive+",talk,talk,"Two minions in the neuro guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,nuclear,"morale+,drive+",talk,talk,"Two minions in the nuclear guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,ocean,"morale+,drive+",talk,talk,"Two minions in the ocean guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,optics,"morale+,drive+",talk,talk,"Two minions in the optics guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,pharmacology,"morale+,drive+",talk,talk,"Two minions in the pharmacology guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,photovoltaics,"morale+,drive+",talk,talk,"Two minions in the photovoltaics guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,physics,"morale+,drive+",talk,talk,"Two minions in the physics guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,plasma,"morale+,drive+",talk,talk,"Two minions in the plasma guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,polymer,"morale+,drive+",talk,talk,"Two minions in the polymer guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,qcomputing,"morale+,drive+",talk,talk,"Two minions in the qcomputing guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,quantum,"morale+,drive+",talk,talk,"Two minions in the quantum guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,rf,"morale+,drive+",talk,talk,"Two minions in the rf guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,robotics,"morale+,drive+",talk,talk,"Two minions in the robotics guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,seismology,"morale+,drive+",talk,talk,"Two minions in the seismology guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,semiconductor,"morale+,drive+",talk,talk,"Two minions in the semiconductor guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,signal,"morale+,drive+",talk,talk,"Two minions in the signal guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,spectroscopy,"morale+,drive+",talk,talk,"Two minions in the spectroscopy guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,statmech,"morale+,drive+",talk,talk,"Two minions in the statmech guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,structural,"morale+,drive+",talk,talk,"Two minions in the structural guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,tribology,"morale+,drive+",talk,talk,"Two minions in the tribology guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,flow,veterinary,"morale+,drive+",talk,talk,"Two minions in the veterinary guild: A ({name_a}, flow) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,acoustics,"morale+,drive+",talk,talk,"Two minions in the acoustics guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,aerodynamics,"morale+,drive+",talk,talk,"Two minions in the aerodynamics guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,agronomy,"morale+,drive+",talk,talk,"Two minions in the agronomy guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,astronomy,"morale+,drive+",talk,talk,"Two minions in the astronomy guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,atmoschem,"morale+,drive+",talk,talk,"Two minions in the atmoschem guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,biology,"morale+,drive+",talk,talk,"Two minions in the biology guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,biomechanics,"morale+,drive+",talk,talk,"Two minions in the biomechanics guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,chemistry,"morale+,drive+",talk,talk,"Two minions in the chemistry guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,combustion,"morale+,drive+",talk,talk,"Two minions in the combustion guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,control,"morale+,drive+",talk,talk,"Two minions in the control guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,crypto,"morale+,drive+",talk,talk,"Two minions in the crypto guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,crystallography,"morale+,drive+",talk,talk,"Two minions in the crystallography guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,cs_ai,"morale+,drive+",talk,talk,"Two minions in the cs_ai guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,earth,"morale+,drive+",talk,talk,"Two minions in the earth guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,ecology,"morale+,drive+",talk,talk,"Two minions in the ecology guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,economics,"morale+,drive+",talk,talk,"Two minions in the economics guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,electrochem,"morale+,drive+",talk,talk,"Two minions in the electrochem guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,electronics,"morale+,drive+",talk,talk,"Two minions in the electronics guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,engineering,"morale+,drive+",talk,talk,"Two minions in the engineering guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,epidemiology,"morale+,drive+",talk,talk,"Two minions in the epidemiology guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,fluids,"morale+,drive+",talk,talk,"Two minions in the fluids guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,foodscience,"morale+,drive+",talk,talk,"Two minions in the foodscience guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,forestry,"morale+,drive+",talk,talk,"Two minions in the forestry guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,geodesy,"morale+,drive+",talk,talk,"Two minions in the geodesy guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,geology,"morale+,drive+",talk,talk,"Two minions in the geology guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,geotechnical,"morale+,drive+",talk,talk,"Two minions in the geotechnical guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,heattransfer,"morale+,drive+",talk,talk,"Two minions in the heattransfer guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,hydrogeology,"morale+,drive+",talk,talk,"Two minions in the hydrogeology guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,hydrology,"morale+,drive+",talk,talk,"Two minions in the hydrology guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,immunology,"morale+,drive+",talk,talk,"Two minions in the immunology guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,linguistics,"morale+,drive+",talk,talk,"Two minions in the linguistics guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,materials,"morale+,drive+",talk,talk,"Two minions in the materials guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,math,"morale+,drive+",talk,talk,"Two minions in the math guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,medicine,"morale+,drive+",talk,talk,"Two minions in the medicine guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,metallurgy,"morale+,drive+",talk,talk,"Two minions in the metallurgy guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,neuro,"morale+,drive+",talk,talk,"Two minions in the neuro guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,nuclear,"morale+,drive+",talk,talk,"Two minions in the nuclear guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,ocean,"morale+,drive+",talk,talk,"Two minions in the ocean guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,optics,"morale+,drive+",talk,talk,"Two minions in the optics guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,pharmacology,"morale+,drive+",talk,talk,"Two minions in the pharmacology guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,photovoltaics,"morale+,drive+",talk,talk,"Two minions in the photovoltaics guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,physics,"morale+,drive+",talk,talk,"Two minions in the physics guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,plasma,"morale+,drive+",talk,talk,"Two minions in the plasma guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,polymer,"morale+,drive+",talk,talk,"Two minions in the polymer guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,qcomputing,"morale+,drive+",talk,talk,"Two minions in the qcomputing guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,quantum,"morale+,drive+",talk,talk,"Two minions in the quantum guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,rf,"morale+,drive+",talk,talk,"Two minions in the rf guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,robotics,"morale+,drive+",talk,talk,"Two minions in the robotics guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,seismology,"morale+,drive+",talk,talk,"Two minions in the seismology guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,semiconductor,"morale+,drive+",talk,talk,"Two minions in the semiconductor guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,signal,"morale+,drive+",talk,talk,"Two minions in the signal guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,spectroscopy,"morale+,drive+",talk,talk,"Two minions in the spectroscopy guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,statmech,"morale+,drive+",talk,talk,"Two minions in the statmech guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,structural,"morale+,drive+",talk,talk,"Two minions in the structural guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,tribology,"morale+,drive+",talk,talk,"Two minions in the tribology guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,inspired,veterinary,"morale+,drive+",talk,talk,"Two minions in the veterinary guild: A ({name_a}, inspired) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,acoustics,"morale+,drive+",talk,talk,"Two minions in the acoustics guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,aerodynamics,"morale+,drive+",talk,talk,"Two minions in the aerodynamics guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,agronomy,"morale+,drive+",talk,talk,"Two minions in the agronomy guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,astronomy,"morale+,drive+",talk,talk,"Two minions in the astronomy guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,atmoschem,"morale+,drive+",talk,talk,"Two minions in the atmoschem guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,biology,"morale+,drive+",talk,talk,"Two minions in the biology guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,biomechanics,"morale+,drive+",talk,talk,"Two minions in the biomechanics guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,chemistry,"morale+,drive+",talk,talk,"Two minions in the chemistry guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,combustion,"morale+,drive+",talk,talk,"Two minions in the combustion guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,control,"morale+,drive+",talk,talk,"Two minions in the control guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,crypto,"morale+,drive+",talk,talk,"Two minions in the crypto guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,crystallography,"morale+,drive+",talk,talk,"Two minions in the crystallography guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,cs_ai,"morale+,drive+",talk,talk,"Two minions in the cs_ai guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,earth,"morale+,drive+",talk,talk,"Two minions in the earth guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,ecology,"morale+,drive+",talk,talk,"Two minions in the ecology guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,economics,"morale+,drive+",talk,talk,"Two minions in the economics guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,electrochem,"morale+,drive+",talk,talk,"Two minions in the electrochem guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,electronics,"morale+,drive+",talk,talk,"Two minions in the electronics guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,engineering,"morale+,drive+",talk,talk,"Two minions in the engineering guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,epidemiology,"morale+,drive+",talk,talk,"Two minions in the epidemiology guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,fluids,"morale+,drive+",talk,talk,"Two minions in the fluids guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,foodscience,"morale+,drive+",talk,talk,"Two minions in the foodscience guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,forestry,"morale+,drive+",talk,talk,"Two minions in the forestry guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,geodesy,"morale+,drive+",talk,talk,"Two minions in the geodesy guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,geology,"morale+,drive+",talk,talk,"Two minions in the geology guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,geotechnical,"morale+,drive+",talk,talk,"Two minions in the geotechnical guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,heattransfer,"morale+,drive+",talk,talk,"Two minions in the heattransfer guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,hydrogeology,"morale+,drive+",talk,talk,"Two minions in the hydrogeology guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,hydrology,"morale+,drive+",talk,talk,"Two minions in the hydrology guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,immunology,"morale+,drive+",talk,talk,"Two minions in the immunology guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,linguistics,"morale+,drive+",talk,talk,"Two minions in the linguistics guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,materials,"morale+,drive+",talk,talk,"Two minions in the materials guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,math,"morale+,drive+",talk,talk,"Two minions in the math guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,medicine,"morale+,drive+",talk,talk,"Two minions in the medicine guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,metallurgy,"morale+,drive+",talk,talk,"Two minions in the metallurgy guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,neuro,"morale+,drive+",talk,talk,"Two minions in the neuro guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,nuclear,"morale+,drive+",talk,talk,"Two minions in the nuclear guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,ocean,"morale+,drive+",talk,talk,"Two minions in the ocean guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,optics,"morale+,drive+",talk,talk,"Two minions in the optics guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,pharmacology,"morale+,drive+",talk,talk,"Two minions in the pharmacology guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,photovoltaics,"morale+,drive+",talk,talk,"Two minions in the photovoltaics guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,physics,"morale+,drive+",talk,talk,"Two minions in the physics guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,plasma,"morale+,drive+",talk,talk,"Two minions in the plasma guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,polymer,"morale+,drive+",talk,talk,"Two minions in the polymer guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,qcomputing,"morale+,drive+",talk,talk,"Two minions in the qcomputing guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,quantum,"morale+,drive+",talk,talk,"Two minions in the quantum guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,rf,"morale+,drive+",talk,talk,"Two minions in the rf guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
inspire,inspires,content,robotics,"morale+,drive+",talk,talk,"Two minions in the robotics guild: A ({name_a}, content) inspires B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
